filename,width,height,class,xmin,ymin,xmax,ymax
Captcha000321.png,190,50,M,107,15,127,29
Captcha000322.png,190,50,l,29,20,36,34
Captcha000322.png,190,50,W,48,22,73,36
Captcha000322.png,190,50,9,80,23,92,38
Captcha000322.png,190,50,h,97,8,112,22
Captcha000322.png,190,50,T,127,10,143,25
Captcha000323.png,190,50,W,30,7,53,22
Captcha000323.png,190,50,q,53,10,67,25
Captcha000323.png,190,50,8,78,25,92,39
Captcha000323.png,190,50,r,97,10,110,22
Captcha000323.png,190,50,E,129,24,142,39
Captcha000324.png,190,50,A,25,14,43,29
Captcha000324.png,190,50,4,53,25,69,40
Captcha000324.png,190,50,y,69,28,84,43
Captcha000324.png,190,50,G,91,23,107,37
Captcha000324.png,190,50,g,110,15,126,30
Captcha000325.png,190,50,P,20,9,36,23
Captcha000325.png,190,50,y,48,9,64,24
Captcha000325.png,190,50,r,77,27,90,39
Captcha000325.png,190,50,C,109,13,124,27
Captcha000325.png,190,50,7,136,25,151,40
Captcha000326.png,190,50,g,36,25,50,40
Captcha000326.png,190,50,5,57,19,73,33
Captcha000326.png,190,50,A,79,7,97,23
Captcha000326.png,190,50,D,105,10,122,24
Captcha000326.png,190,50,e,132,17,147,28
Captcha000327.png,190,50,o,29,13,45,24
Captcha000327.png,190,50,B,49,6,65,21
Captcha000327.png,190,50,X,78,9,96,24
Captcha000327.png,190,50,4,92,19,108,32
Captcha000327.png,190,50,p,119,27,135,41
Captcha000328.png,190,50,G,31,17,48,32
Captcha000328.png,190,50,9,52,25,68,40
Captcha000328.png,190,50,j,68,12,76,28
Captcha000328.png,190,50,a,91,11,103,23
Captcha000328.png,190,50,J,113,14,121,32
Captcha000329.png,190,50,4,34,14,49,28
Captcha000329.png,190,50,t,59,20,71,33
Captcha000329.png,190,50,X,86,15,103,30
Captcha000329.png,190,50,d,115,25,131,40
Captcha000329.png,190,50,P,146,10,164,25
Captcha000330.png,190,50,T,24,22,39,37
Captcha000330.png,190,50,g,38,23,53,38
Captcha000330.png,190,50,7,59,21,75,36
Captcha000330.png,190,50,a,81,22,94,33
Captcha000330.png,190,50,G,109,25,128,40
Captcha000331.png,190,50,6,23,14,38,29
Captcha000331.png,190,50,P,39,24,55,38
Captcha000331.png,190,50,U,56,19,72,33
Captcha000331.png,190,50,h,80,6,94,21
Captcha000331.png,190,50,t,109,11,121,25
Captcha000332.png,190,50,u,34,12,48,25
Captcha000332.png,190,50,5,51,21,67,37
Captcha000332.png,190,50,C,74,26,90,40
Captcha000332.png,190,50,v,88,26,102,38
Captcha000332.png,190,50,L,104,7,119,21
Captcha000333.png,190,50,L,29,9,43,24
Captcha000333.png,190,50,3,43,26,58,39
Captcha000333.png,190,50,k,69,18,83,32
Captcha000333.png,190,50,F,89,10,102,24
Captcha000333.png,190,50,b,119,14,133,28
Captcha000334.png,190,50,9,34,24,48,39
Captcha000334.png,190,50,q,58,26,73,42
Captcha000334.png,190,50,M,78,9,99,23
Captcha000334.png,190,50,o,101,18,115,29
Captcha000334.png,190,50,Z,117,8,135,24
Captcha000335.png,190,50,R,31,6,46,21
Captcha000335.png,190,50,g,53,10,67,24
Captcha000335.png,190,50,c,67,23,80,33
Captcha000335.png,190,50,R,97,22,112,36
Captcha000335.png,190,50,7,127,22,141,36
Captcha000336.png,190,50,u,19,15,34,26
Captcha000336.png,190,50,G,35,7,51,21
Captcha000336.png,190,50,M,56,12,76,27
Captcha000336.png,190,50,3,81,11,96,25
Captcha000336.png,190,50,o,95,17,107,28
Captcha000337.png,190,50,E,37,14,50,28
Captcha000337.png,190,50,q,54,22,68,36
Captcha000337.png,190,50,w,68,27,87,39
Captcha000337.png,190,50,3,84,12,98,26
Captcha000337.png,190,50,Y,111,6,126,21
Captcha000338.png,190,50,F,37,14,51,29
Captcha000338.png,190,50,6,66,11,80,26
Captcha000338.png,190,50,M,92,13,111,27
Captcha000338.png,190,50,q,115,24,129,38
Captcha000338.png,190,50,v,140,16,154,28
Captcha000339.png,190,50,L,22,17,36,31
Captcha000339.png,190,50,Y,42,19,56,34
Captcha000339.png,190,50,i,57,24,63,38
Captcha000339.png,190,50,m,74,11,93,21
Captcha000339.png,190,50,8,93,13,106,28
Captcha000340.png,190,50,K,26,7,42,23
Captcha000340.png,190,50,v,46,14,61,26
Captcha000340.png,190,50,7,71,18,86,34
Captcha000340.png,190,50,q,86,10,102,25
Captcha000340.png,190,50,Y,112,20,128,35
Captcha000341.png,190,50,K,23,8,41,24
Captcha000341.png,190,50,H,52,12,69,27
Captcha000341.png,190,50,i,67,7,74,20
Captcha000341.png,190,50,9,81,18,97,31
Captcha000341.png,190,50,w,113,16,131,28
Captcha000342.png,190,50,4,21,23,37,39
Captcha000342.png,190,50,Z,49,9,66,23
Captcha000342.png,190,50,B,79,12,95,26
Captcha000342.png,190,50,e,102,21,116,31
Captcha000342.png,190,50,e,120,19,135,30
Captcha000343.png,190,50,9,18,20,34,34
Captcha000343.png,190,50,f,35,21,46,36
Captcha000343.png,190,50,B,48,21,66,37
Captcha000343.png,190,50,x,74,13,90,26
Captcha000343.png,190,50,K,87,7,105,22
Captcha000344.png,190,50,5,25,21,40,35
Captcha000344.png,190,50,U,48,18,63,32
Captcha000344.png,190,50,Y,65,9,80,26
Captcha000344.png,190,50,c,96,11,111,22
Captcha000344.png,190,50,x,112,24,128,36
Captcha000345.png,190,50,R,37,7,53,22
Captcha000345.png,190,50,e,54,20,69,30
Captcha000345.png,190,50,y,80,20,95,34
Captcha000345.png,190,50,F,109,17,124,31
Captcha000345.png,190,50,1,132,22,147,37
Captcha000346.png,190,50,3,30,19,44,33
Captcha000346.png,190,50,H,52,10,69,24
Captcha000346.png,190,50,k,81,17,97,32
Captcha000346.png,190,50,R,109,21,125,36
Captcha000346.png,190,50,a,129,26,142,38
Captcha000347.png,190,50,q,36,18,51,32
Captcha000347.png,190,50,Q,51,24,70,40
Captcha000347.png,190,50,6,67,8,81,22
Captcha000347.png,190,50,J,91,8,101,26
Captcha000347.png,190,50,a,115,19,128,31
Captcha000348.png,190,50,7,27,21,43,35
Captcha000348.png,190,50,W,43,14,67,28
Captcha000348.png,190,50,R,58,19,73,34
Captcha000348.png,190,50,a,78,12,92,22
Captcha000348.png,190,50,r,91,28,103,40
Captcha000349.png,190,50,m,23,24,45,36
Captcha000349.png,190,50,1,49,14,62,27
Captcha000349.png,190,50,E,72,9,84,23
Captcha000349.png,190,50,R,88,10,103,24
Captcha000349.png,190,50,p,111,25,124,39
Captcha000350.png,190,50,s,35,19,48,29
Captcha000350.png,190,50,L,50,20,64,34
Captcha000350.png,190,50,F,71,24,84,37
Captcha000350.png,190,50,w,88,25,107,35
Captcha000350.png,190,50,9,115,24,128,38
Captcha000351.png,190,50,j,35,12,44,28
Captcha000351.png,190,50,L,60,24,74,38
Captcha000351.png,190,50,c,76,24,88,34
Captcha000351.png,190,50,5,96,13,110,27
Captcha000351.png,190,50,Y,109,9,124,22
Captcha000352.png,190,50,2,20,18,35,32
Captcha000352.png,190,50,v,45,18,59,30
Captcha000352.png,190,50,C,73,15,88,29
Captcha000352.png,190,50,h,91,26,106,40
Captcha000352.png,190,50,A,116,15,135,31
Captcha000353.png,190,50,E,22,23,35,38
Captcha000353.png,190,50,l,46,25,54,40
Captcha000353.png,190,50,g,69,15,83,31
Captcha000353.png,190,50,5,95,25,111,41
Captcha000353.png,190,50,E,112,15,125,29
Captcha000354.png,190,50,m,34,25,56,37
Captcha000354.png,190,50,E,62,20,76,35
Captcha000354.png,190,50,y,80,28,94,42
Captcha000354.png,190,50,B,101,26,118,40
Captcha000354.png,190,50,1,117,25,131,39
Captcha000355.png,190,50,P,21,18,36,33
Captcha000355.png,190,50,z,39,18,53,29
Captcha000355.png,190,50,5,53,22,68,36
Captcha000355.png,190,50,o,69,15,84,26
Captcha000355.png,190,50,Y,94,19,109,33
Captcha000356.png,190,50,E,22,12,35,27
Captcha000356.png,190,50,p,47,14,61,29
Captcha000356.png,190,50,S,67,15,81,28
Captcha000356.png,190,50,8,97,18,111,33
Captcha000356.png,190,50,v,123,21,138,32
Captcha000357.png,190,50,n,35,23,51,35
Captcha000357.png,190,50,c,58,21,72,31
Captcha000357.png,190,50,3,85,19,101,33
Captcha000357.png,190,50,G,104,10,122,24
Captcha000357.png,190,50,A,128,10,145,26
Captcha000358.png,190,50,5,27,13,41,26
Captcha000358.png,190,50,L,56,7,71,21
Captcha000358.png,190,50,j,79,20,89,37
Captcha000358.png,190,50,p,97,17,111,32
Captcha000358.png,190,50,T,122,7,139,22
Captcha000359.png,190,50,P,32,10,48,25
Captcha000359.png,190,50,6,62,17,78,31
Captcha000359.png,190,50,p,91,26,107,41
Captcha000359.png,190,50,n,113,10,128,23
Captcha000359.png,190,50,P,139,9,155,24
Captcha000360.png,190,50,D,36,15,53,30
Captcha000360.png,190,50,7,51,18,66,33
Captcha000360.png,190,50,D,79,19,95,33
Captcha000360.png,190,50,k,93,17,107,31
Captcha000360.png,190,50,f,108,15,117,30
Captcha000361.png,190,50,u,33,26,48,38
Captcha000361.png,190,50,E,54,12,68,26
Captcha000361.png,190,50,4,84,19,99,33
Captcha000361.png,190,50,J,95,23,104,41
Captcha000361.png,190,50,l,109,21,115,35
Captcha000362.png,190,50,D,34,25,52,40
Captcha000362.png,190,50,q,53,20,69,34
Captcha000362.png,190,50,C,74,13,90,27
Captcha000362.png,190,50,j,86,22,94,38
Captcha000362.png,190,50,8,116,20,130,34
Captcha000363.png,190,50,w,36,25,54,36
Captcha000363.png,190,50,1,58,26,71,40
Captcha000363.png,190,50,f,70,22,80,38
Captcha000363.png,190,50,Z,84,20,100,35
Captcha000363.png,190,50,H,110,17,127,31
Captcha000364.png,190,50,T,29,19,44,33
Captcha000364.png,190,50,H,52,19,70,34
Captcha000364.png,190,50,2,82,22,97,36
Captcha000364.png,190,50,d,108,13,123,27
Captcha000364.png,190,50,c,135,23,148,36
Captcha000365.png,190,50,J,30,17,39,36
Captcha000365.png,190,50,x,48,20,63,33
Captcha000365.png,190,50,6,62,14,77,28
Captcha000365.png,190,50,s,87,13,102,25
Captcha000365.png,190,50,A,104,22,123,37
Captcha000366.png,190,50,E,25,8,38,23
Captcha000366.png,190,50,x,46,20,61,31
Captcha000366.png,190,50,V,59,20,77,34
Captcha000366.png,190,50,2,79,26,92,39
Captcha000366.png,190,50,t,100,9,112,22
Captcha000367.png,190,50,B,26,11,41,26
Captcha000367.png,190,50,w,46,13,63,25
Captcha000367.png,190,50,t,73,16,84,28
Captcha000367.png,190,50,H,96,11,113,26
Captcha000367.png,190,50,7,109,24,123,39
Captcha000368.png,190,50,y,34,10,52,24
Captcha000368.png,190,50,9,51,20,65,35
Captcha000368.png,190,50,s,63,28,77,39
Captcha000368.png,190,50,E,95,19,107,34
Captcha000368.png,190,50,D,110,16,126,30
Captcha000369.png,190,50,y,22,27,37,42
Captcha000369.png,190,50,e,41,15,55,26
Captcha000369.png,190,50,9,52,11,68,25
Captcha000369.png,190,50,D,66,17,83,31
Captcha000369.png,190,50,Q,83,20,102,36
Captcha000370.png,190,50,E,30,10,45,25
Captcha000370.png,190,50,R,57,19,73,33
Captcha000370.png,190,50,x,88,12,104,24
Captcha000370.png,190,50,t,114,26,126,39
Captcha000370.png,190,50,2,130,24,144,38
Captcha000371.png,190,50,i,25,25,32,39
Captcha000371.png,190,50,r,38,20,51,32
Captcha000371.png,190,50,C,60,8,77,23
Captcha000371.png,190,50,6,87,6,101,21
Captcha000371.png,190,50,H,113,10,128,27
Captcha000372.png,190,50,W,32,14,55,27
Captcha000372.png,190,50,b,49,16,62,32
Captcha000372.png,190,50,j,62,22,72,40
Captcha000372.png,190,50,G,90,17,106,30
Captcha000372.png,190,50,7,113,19,129,33
Captcha000373.png,190,50,3,31,18,44,32
Captcha000373.png,190,50,Q,58,7,77,24
Captcha000373.png,190,50,d,83,6,97,21
Captcha000373.png,190,50,P,108,12,124,26
Captcha000373.png,190,50,d,137,24,151,38
Captcha000374.png,190,50,t,38,17,48,30
Captcha000374.png,190,50,r,68,19,80,30
Captcha000374.png,190,50,1,97,9,111,23
Captcha000374.png,190,50,H,110,18,125,32
Captcha000374.png,190,50,W,125,17,150,32
Captcha000375.png,190,50,w,30,16,49,27
Captcha000375.png,190,50,7,44,25,59,39
Captcha000375.png,190,50,W,70,16,95,30
Captcha000375.png,190,50,U,99,7,117,21
Captcha000375.png,190,50,q,129,19,146,33
Captcha000376.png,190,50,3,25,18,40,32
Captcha000376.png,190,50,g,46,27,60,44
Captcha000376.png,190,50,U,71,13,86,26
Captcha000376.png,190,50,a,85,20,96,30
Captcha000376.png,190,50,K,104,12,119,26
Captcha000377.png,190,50,u,31,25,45,36
Captcha000377.png,190,50,n,46,26,60,37
Captcha000377.png,190,50,G,62,9,80,23
Captcha000377.png,190,50,3,91,17,106,30
Captcha000377.png,190,50,U,109,25,123,40
Captcha000378.png,190,50,Y,34,16,47,31
Captcha000378.png,190,50,n,64,24,79,35
Captcha000378.png,190,50,9,83,11,98,25
Captcha000378.png,190,50,r,98,12,110,24
Captcha000378.png,190,50,M,125,11,146,26
Captcha000379.png,190,50,o,23,24,37,37
Captcha000379.png,190,50,3,51,25,69,41
Captcha000379.png,190,50,n,70,12,86,24
Captcha000379.png,190,50,Q,99,17,118,33
Captcha000379.png,190,50,J,112,6,120,23
Captcha000380.png,190,50,U,23,15,39,29
Captcha000380.png,190,50,k,42,10,57,24
Captcha000380.png,190,50,s,53,21,69,31
Captcha000380.png,190,50,1,82,24,95,39
Captcha000380.png,190,50,T,101,20,116,35
Captcha000381.png,190,50,H,33,22,49,36
Captcha000381.png,190,50,i,63,11,68,24
Captcha000381.png,190,50,j,80,22,86,38
Captcha000381.png,190,50,P,100,16,115,29
Captcha000381.png,190,50,9,124,24,137,37
Captcha000382.png,190,50,B,28,15,42,28
Captcha000382.png,190,50,z,44,24,57,34
Captcha000382.png,190,50,4,68,14,83,28
Captcha000382.png,190,50,p,81,10,95,24
Captcha000382.png,190,50,W,101,19,126,32
Captcha000383.png,190,50,r,33,29,45,40
Captcha000383.png,190,50,8,59,24,75,38
Captcha000383.png,190,50,R,87,7,104,22
Captcha000383.png,190,50,C,111,11,126,26
Captcha000383.png,190,50,h,124,24,139,39
Captcha000384.png,190,50,3,36,17,50,29
Captcha000384.png,190,50,c,66,16,78,26
Captcha000384.png,190,50,D,85,22,102,36
Captcha000384.png,190,50,z,103,10,116,22
Captcha000384.png,190,50,D,132,16,150,29
Captcha000385.png,190,50,Z,23,15,38,29
Captcha000385.png,190,50,r,36,10,48,21
Captcha000385.png,190,50,3,57,11,72,26
Captcha000385.png,190,50,U,81,21,97,35
Captcha000385.png,190,50,v,96,22,110,35
Captcha000386.png,190,50,q,24,17,38,32
Captcha000386.png,190,50,1,49,8,63,23
Captcha000386.png,190,50,k,74,25,89,39
Captcha000386.png,190,50,L,102,25,116,40
Captcha000386.png,190,50,F,130,9,145,24
Captcha000387.png,190,50,u,26,18,40,31
Captcha000387.png,190,50,A,48,11,67,25
Captcha000387.png,190,50,9,71,23,85,37
Captcha000387.png,190,50,K,91,14,108,28
Captcha000387.png,190,50,e,108,17,120,29
Captcha000388.png,190,50,G,35,18,51,32
Captcha000388.png,190,50,u,60,16,74,27
Captcha000388.png,190,50,n,76,27,91,38
Captcha000388.png,190,50,T,100,22,116,37
Captcha000388.png,190,50,2,115,23,129,37
Captcha000389.png,190,50,W,28,15,51,30
Captcha000389.png,190,50,2,55,16,68,30
Captcha000389.png,190,50,W,73,18,96,32
Captcha000389.png,190,50,s,98,25,112,35
Captcha000389.png,190,50,x,111,11,126,23
Captcha000390.png,190,50,P,33,16,49,31
Captcha000390.png,190,50,1,64,10,78,25
Captcha000390.png,190,50,a,95,15,107,27
Captcha000390.png,190,50,u,116,9,132,21
Captcha000390.png,190,50,P,137,20,152,33
Captcha000391.png,190,50,x,23,16,38,27
Captcha000391.png,190,50,A,46,14,63,28
Captcha000391.png,190,50,L,77,16,90,30
Captcha000391.png,190,50,g,93,24,108,37
Captcha000391.png,190,50,3,112,10,126,24
Captcha000392.png,190,50,B,34,10,50,25
Captcha000392.png,190,50,d,50,16,65,31
Captcha000392.png,190,50,M,79,7,98,23
Captcha000392.png,190,50,h,106,18,121,33
Captcha000392.png,190,50,9,133,25,146,41
Captcha000393.png,190,50,3,31,15,46,30
Captcha000393.png,190,50,Q,47,17,65,33
Captcha000393.png,190,50,a,70,27,83,38
Captcha000393.png,190,50,Q,86,23,103,39
Captcha000393.png,190,50,b,112,21,126,36
Captcha000394.png,190,50,j,33,14,44,30
Captcha000394.png,190,50,W,60,6,84,22
Captcha000394.png,190,50,k,90,10,105,25
Captcha000394.png,190,50,E,108,20,122,33
Captcha000394.png,190,50,9,138,23,153,37
Captcha000395.png,190,50,3,25,20,40,34
Captcha000395.png,190,50,q,53,14,69,29
Captcha000395.png,190,50,a,82,23,95,34
Captcha000395.png,190,50,P,98,17,113,31
Captcha000395.png,190,50,L,126,18,141,32
Captcha000396.png,190,50,4,23,14,39,29
Captcha000396.png,190,50,q,47,24,62,38
Captcha000396.png,190,50,g,74,13,88,27
Captcha000396.png,190,50,C,101,23,116,37
Captcha000396.png,190,50,W,115,17,139,31
Captcha000397.png,190,50,8,34,10,47,24
Captcha000397.png,190,50,x,47,18,62,29
Captcha000397.png,190,50,G,67,22,84,36
Captcha000397.png,190,50,k,87,19,101,33
Captcha000397.png,190,50,J,98,8,106,24
Captcha000398.png,190,50,E,37,9,50,24
Captcha000398.png,190,50,g,54,11,67,25
Captcha000398.png,190,50,L,74,24,87,38
Captcha000398.png,190,50,p,94,18,108,32
Captcha000398.png,190,50,3,121,17,136,30
Captcha000399.png,190,50,c,37,12,50,23
Captcha000399.png,190,50,e,55,20,69,31
Captcha000399.png,190,50,X,76,16,93,31
Captcha000399.png,190,50,4,102,10,117,24
Captcha000399.png,190,50,X,127,22,145,37
Captcha000400.png,190,50,h,27,22,42,36
Captcha000400.png,190,50,K,44,14,61,28
Captcha000400.png,190,50,9,67,21,80,34
Captcha000400.png,190,50,y,95,27,111,41
Captcha000400.png,190,50,W,119,7,143,22
Captcha000401.png,190,50,T,27,24,42,38
Captcha000401.png,190,50,b,46,12,61,26
Captcha000401.png,190,50,J,68,19,79,36
Captcha000401.png,190,50,4,98,24,114,39
Captcha000401.png,190,50,u,117,19,135,32
Captcha000402.png,190,50,A,23,25,40,40
Captcha000402.png,190,50,1,47,8,62,22
Captcha000402.png,190,50,A,75,25,92,38
Captcha000402.png,190,50,d,88,10,102,25
Captcha000402.png,190,50,x,103,25,117,37
Captcha000403.png,190,50,4,28,15,44,30
Captcha000403.png,190,50,y,47,13,62,28
Captcha000403.png,190,50,p,66,22,82,35
Captcha000403.png,190,50,J,90,15,100,33
Captcha000403.png,190,50,Z,114,12,132,27
Captcha000404.png,190,50,4,19,9,35,24
Captcha000404.png,190,50,r,44,12,58,24
Captcha000404.png,190,50,X,72,22,91,37
Captcha000404.png,190,50,e,96,14,110,25
Captcha000404.png,190,50,V,124,13,141,28
Captcha000405.png,190,50,f,21,25,33,40
Captcha000405.png,190,50,A,43,16,60,30
Captcha000405.png,190,50,y,62,25,78,39
Captcha000405.png,190,50,2,86,11,101,25
Captcha000405.png,190,50,J,113,9,121,27
Captcha000406.png,190,50,4,20,21,35,35
Captcha000406.png,190,50,H,37,15,53,29
Captcha000406.png,190,50,C,67,26,81,40
Captcha000406.png,190,50,t,92,10,104,24
Captcha000406.png,190,50,r,106,24,118,36
Captcha000407.png,190,50,q,28,10,41,25
Captcha000407.png,190,50,R,47,17,63,31
Captcha000407.png,190,50,D,63,23,81,37
Captcha000407.png,190,50,1,88,16,103,31
Captcha000407.png,190,50,s,105,14,121,25
Captcha000408.png,190,50,f,31,15,42,29
Captcha000408.png,190,50,5,46,16,61,30
Captcha000408.png,190,50,w,75,11,98,25
Captcha000408.png,190,50,n,100,25,115,37
Captcha000408.png,190,50,R,127,23,143,37
Captcha000409.png,190,50,7,26,23,39,38
Captcha000409.png,190,50,i,46,20,53,35
Captcha000409.png,190,50,K,74,23,90,39
Captcha000409.png,190,50,R,92,16,108,28
Captcha000409.png,190,50,y,115,26,130,40
Captcha000410.png,190,50,u,32,7,48,22
Captcha000410.png,190,50,6,60,19,76,33
Captcha000410.png,190,50,L,90,13,104,28
Captcha000410.png,190,50,j,106,12,113,30
Captcha000410.png,190,50,M,129,11,147,24
Captcha000411.png,190,50,p,34,27,48,41
Captcha000411.png,190,50,q,47,15,62,30
Captcha000411.png,190,50,D,74,20,91,35
Captcha000411.png,190,50,B,98,18,114,32
Captcha000411.png,190,50,3,110,11,125,25
Captcha000412.png,190,50,i,36,9,44,22
Captcha000412.png,190,50,P,57,13,73,27
Captcha000412.png,190,50,9,78,23,91,37
Captcha000412.png,190,50,W,99,18,123,33
Captcha000412.png,190,50,k,129,25,145,41
Captcha000413.png,190,50,9,24,9,38,23
Captcha000413.png,190,50,L,52,10,67,24
Captcha000413.png,190,50,p,83,22,98,37
Captcha000413.png,190,50,v,100,26,116,37
Captcha000413.png,190,50,A,120,23,138,38
Captcha000414.png,190,50,t,21,17,34,30
Captcha000414.png,190,50,F,43,20,56,36
Captcha000414.png,190,50,V,64,20,82,35
Captcha000414.png,190,50,2,84,15,99,30
Captcha000414.png,190,50,f,105,25,115,40
Captcha000415.png,190,50,J,34,8,44,26
Captcha000415.png,190,50,9,56,26,71,40
Captcha000415.png,190,50,f,81,18,92,32
Captcha000415.png,190,50,f,112,10,124,25
Captcha000415.png,190,50,U,130,10,148,24
Captcha000416.png,190,50,l,19,22,25,37
Captcha000416.png,190,50,j,29,18,37,37
Captcha000416.png,190,50,4,62,20,78,35
Captcha000416.png,190,50,Z,84,23,100,38
Captcha000416.png,190,50,Q,101,21,119,36
Captcha000417.png,190,50,c,27,27,41,38
Captcha000417.png,190,50,E,57,21,72,37
Captcha000417.png,190,50,g,86,12,99,25
Captcha000417.png,190,50,Z,99,12,113,26
Captcha000417.png,190,50,9,116,23,130,35
Captcha000418.png,190,50,s,26,18,39,29
Captcha000418.png,190,50,Q,44,26,62,42
Captcha000418.png,190,50,J,62,17,72,36
Captcha000418.png,190,50,6,76,24,91,38
Captcha000418.png,190,50,g,105,22,120,38
Captcha000419.png,190,50,4,27,8,42,22
Captcha000419.png,190,50,s,40,25,52,36
Captcha000419.png,190,50,Y,52,21,67,36
Captcha000419.png,190,50,D,68,17,85,31
Captcha000419.png,190,50,v,91,21,105,32
Captcha000420.png,190,50,s,29,14,42,24
Captcha000420.png,190,50,R,51,9,66,23
Captcha000420.png,190,50,l,76,13,81,27
Captcha000420.png,190,50,A,91,9,107,23
Captcha000420.png,190,50,3,105,13,119,26
Captcha000421.png,190,50,6,28,26,40,40
Captcha000421.png,190,50,p,53,28,67,41
Captcha000421.png,190,50,a,76,22,88,33
Captcha000421.png,190,50,Z,102,20,117,35
Captcha000421.png,190,50,J,121,10,130,27
Captcha000422.png,190,50,7,25,24,39,39
Captcha000422.png,190,50,H,48,9,65,24
Captcha000422.png,190,50,T,67,8,82,23
Captcha000422.png,190,50,f,98,13,109,27
Captcha000422.png,190,50,q,124,22,140,36
Captcha000423.png,190,50,P,22,16,39,31
Captcha000423.png,190,50,n,47,26,62,38
Captcha000423.png,190,50,Z,64,17,80,32
Captcha000423.png,190,50,w,82,13,98,24
Captcha000423.png,190,50,2,94,7,106,20
Captcha000424.png,190,50,p,28,24,43,38
Captcha000424.png,190,50,i,56,19,62,34
Captcha000424.png,190,50,J,76,17,83,34
Captcha000424.png,190,50,F,100,13,113,27
Captcha000424.png,190,50,3,117,10,131,24
Captcha000425.png,190,50,X,31,13,48,28
Captcha000425.png,190,50,x,61,23,77,34
Captcha000425.png,190,50,4,93,17,108,30
Captcha000425.png,190,50,y,120,25,135,39
Captcha000425.png,190,50,P,139,21,155,35
Captcha000426.png,190,50,3,34,17,48,30
Captcha000426.png,190,50,e,55,23,70,34
Captcha000426.png,190,50,L,69,20,82,35
Captcha000426.png,190,50,Q,89,9,106,25
Captcha000426.png,190,50,p,105,20,118,33
Captcha000427.png,190,50,H,37,12,53,27
Captcha000427.png,190,50,m,56,21,77,31
Captcha000427.png,190,50,i,79,20,84,34
Captcha000427.png,190,50,7,102,10,117,24
Captcha000427.png,190,50,V,118,17,135,32
Captcha000428.png,190,50,G,37,21,54,35
Captcha000428.png,190,50,p,58,15,73,29
Captcha000428.png,190,50,4,82,21,97,36
Captcha000428.png,190,50,a,95,13,108,25
Captcha000428.png,190,50,U,114,12,129,25
Captcha000429.png,190,50,c,21,10,35,21
Captcha000429.png,190,50,3,38,22,53,36
Captcha000429.png,190,50,i,56,13,62,27
Captcha000429.png,190,50,Z,85,13,102,27
Captcha000429.png,190,50,E,115,21,127,36
Captcha000430.png,190,50,Y,21,18,34,33
Captcha000430.png,190,50,d,35,8,48,23
Captcha000430.png,190,50,9,61,25,75,40
Captcha000430.png,190,50,u,86,18,100,30
Captcha000430.png,190,50,Z,106,22,123,37
Captcha000431.png,190,50,m,35,12,57,24
Captcha000431.png,190,50,4,61,17,77,32
Captcha000431.png,190,50,C,87,9,103,24
Captcha000431.png,190,50,M,108,19,127,34
Captcha000431.png,190,50,j,124,11,131,28
Captcha000432.png,190,50,4,25,6,40,20
Captcha000432.png,190,50,j,37,12,44,29
Captcha000432.png,190,50,T,64,7,80,22
Captcha000432.png,190,50,C,81,23,96,38
Captcha000432.png,190,50,h,108,19,123,33
Captcha000433.png,190,50,w,21,23,41,33
Captcha000433.png,190,50,2,50,26,64,40
Captcha000433.png,190,50,q,77,27,92,42
Captcha000433.png,190,50,W,92,11,115,24
Captcha000433.png,190,50,Q,106,21,123,36
Captcha000434.png,190,50,Q,20,12,35,26
Captcha000434.png,190,50,2,37,7,50,21
Captcha000434.png,190,50,V,60,19,78,35
Captcha000434.png,190,50,b,77,17,91,31
Captcha000434.png,190,50,v,102,18,117,30
Captcha000435.png,190,50,g,30,19,44,33
Captcha000435.png,190,50,6,51,13,66,26
Captcha000435.png,190,50,k,71,13,86,27
Captcha000435.png,190,50,P,94,6,110,21
Captcha000435.png,190,50,K,115,22,132,39
Captcha000436.png,190,50,6,20,24,36,38
Captcha000436.png,190,50,s,49,20,64,35
Captcha000436.png,190,50,V,63,18,80,33
Captcha000436.png,190,50,e,83,21,98,33
Captcha000436.png,190,50,m,104,18,125,30
Captcha000437.png,190,50,3,19,8,34,22
Captcha000437.png,190,50,t,44,11,55,25
Captcha000437.png,190,50,Q,63,13,83,29
Captcha000437.png,190,50,M,85,25,105,40
Captcha000437.png,190,50,f,115,26,127,40
Captcha000438.png,190,50,X,37,15,54,30
Captcha000438.png,190,50,k,64,11,81,24
Captcha000438.png,190,50,W,85,20,108,33
Captcha000438.png,190,50,7,101,7,116,20
Captcha000438.png,190,50,j,119,19,129,35
Captcha000439.png,190,50,j,20,12,29,29
Captcha000439.png,190,50,j,33,12,42,29
Captcha000439.png,190,50,7,61,7,76,22
Captcha000439.png,190,50,T,90,17,105,31
Captcha000439.png,190,50,Y,111,15,126,29
Captcha000440.png,190,50,v,32,10,46,22
Captcha000440.png,190,50,6,49,13,64,28
Captcha000440.png,190,50,a,63,15,76,27
Captcha000440.png,190,50,K,90,9,106,23
Captcha000440.png,190,50,Z,119,24,134,38
Captcha000441.png,190,50,E,26,17,40,31
Captcha000441.png,190,50,w,47,22,65,33
Captcha000441.png,190,50,D,70,25,87,39
Captcha000441.png,190,50,a,97,24,110,36
Captcha000441.png,190,50,9,113,7,128,21
Captcha000442.png,190,50,W,33,10,55,24
Captcha000442.png,190,50,r,53,13,66,24
Captcha000442.png,190,50,s,80,28,94,39
Captcha000442.png,190,50,2,97,23,109,36
Captcha000442.png,190,50,X,121,19,139,33
